ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique,TerrorMeasure,TerrorType,TerrorType2,Islam,No_Ideology,Other_Ideology,Design,Exp,QuasiLong,Corr,Sample,General,Student,Convenience,TargetSim,Lot,Bit,No,Exposure,R_Exposure,Threat,Emotions,Fear,Anger,Other_IV,Country2,US,Israel,Other_c
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Denmark,2011,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,0,0,-99,NA,NA,1,Institutional trust,365,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,32,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0239,2.17e-4,0.014731,0.023904,2.17e-4,0.014731,4603,0.367651959394727,401,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Finland,2009,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,0,0,-99,NA,NA,1,Institutional trust,30,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,33,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.006018,2.46e-4,0.015684,0.006018,2.46e-4,0.015684,4070,0.067037776384606,402,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Finland,2010,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,0,0,-99,NA,NA,1,Institutional trust,365,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,34,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.027147,2.4e-4,0.015492,-0.027153,2.4e-4,0.015492,4166,0.417796818131679,403,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Germany,2009,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,2,2,0,0,-99,NA,NA,1,Institutional trust,30,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,35,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.047224,1.78e-4,0.013342,0.047259,1.79e-4,0.013379,5593,0.942223828354152,404,Acts of violence,Extreme right,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Germany,2013,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,2,2,0,0,-99,NA,NA,1,Institutional trust,365,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,36,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.030434,1.32e-4,0.011489,0.030444,1.33e-4,0.011533,7530,0.752196181366966,405,Acts of violence,Extreme right,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Hungary,2010,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,8,1,-99,NA,NA,1,Institutional trust,30,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,37,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.156635,3.07e-4,0.017521,-0.157935,3.27e-4,0.018083,3064,0.999999999993965,406,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Hungary,2013,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,8,1,-99,NA,NA,1,Institutional trust,365,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,38,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.033344,3.22e-4,0.017944,0.033357,3.23e-4,0.017972,3095,0.458294511818107,407,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Ireland,2007,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,0,0,-99,NA,NA,1,Institutional trust,30,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,39,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.029827,2.47e-4,0.015716,-0.029835,2.48e-4,0.015748,4032,0.473766736888833,408,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Ireland,2009,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,0,0,-99,NA,NA,1,Institutional trust,365,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,40,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.16e-4,0.014697,0,2.16e-4,0.014697,4624,0.0499965263752766,409,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Norway,2011,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,0,0,-99,NA,NA,1,Institutional trust,30,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,41,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.058256,3.21e-4,0.017916,0.058322,3.24e-4,0.018,3085,0.899429715417402,410,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Norway,2013,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,0,0,-99,NA,NA,1,Institutional trust,365,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,42,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.098408,3.1e-4,0.017607,0.098727,3.18e-4,0.017833,3151,0.999828319896161,411,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Spain,2005,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,1,Institutional trust,30,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,43,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.099864,2.99e-4,0.017292,0.100198,3.06e-4,0.017493,3267,0.999916832305895,412,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Spain,2007,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,1,Institutional trust,365,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,44,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.167018,2.67e-4,0.01634,0.168598,2.86e-4,0.016912,3494,0.999999999999999,413,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Sweden,2011,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,1,1,-99,NA,NA,1,Institutional trust,30,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,45,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.056696,3.01e-4,0.017349,0.056757,3.04e-4,0.017436,3295,0.90267888429517,414,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Sweden,2013,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,1,1,-99,NA,NA,1,Institutional trust,365,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,46,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.020426,2.18e-4,0.014765,0.020429,2.19e-4,0.014799,4577,0.281976429884566,415,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Switzerland,2011,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,0,0,-99,NA,NA,1,Institutional trust,30,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,47,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.005361,2.82e-4,0.016793,-0.005361,2.82e-4,0.016793,3549,0.061753108399955,416,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Switzerland,2011,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,NA,6,2,0,0,-99,NA,NA,1,Institutional trust,365,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,48,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.015541,3.07e-4,0.017521,0.015543,3.08e-4,0.01755,3255,0.143722001942597,417,Acts of violence,Other,Other,0,0,1,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Netherlands,2005,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,Theo van Gogh,1,2,1,0,-99,NA,NA,1,Institutional trust,30,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,49,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.027767,1.95e-4,0.013964,0.027774,1.96e-4,0.014,5115,0.510413327746209,418,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,Netherlands,2007,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,Theo van Gogh,1,2,1,0,-99,NA,NA,1,Institutional trust,365,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,50,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.060151,2.85e-4,0.016882,0.060224,2.87e-4,0.016941,3482,0.944384439405833,419,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,UK,2007,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,7/07 London Bombings,1,2,56 ,1,0,NA,NA,1,Institutional trust,30,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,51,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.027976,2.07e-4,0.014387,-0.027983,2.08e-4,0.014422,4820,0.493018289174356,420,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10059,"Doosje, van der Veen, & Klaver",2018,1,0.278,NA,NA,NA,1,0,1,100591,0,2,UK,2009,NA,1,0,ESS participants,0,NA,46.3,18.7,14-102,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,7/07 London Bombings,1,2,56 ,1,0,NA,NA,1,Institutional trust,365,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,52,Table 5 on p. 14,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.028217,2.37e-4,0.015395,0.028224,2.37e-4,0.015395,4218,0.44940236419333,421,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10066,Ellis et al.,2015,1,0.576,NA,NA,NA,0,0,1,100661,0,3,US,NA,79,0,0,Somali refugee males in the US,0,NA,20.76,2.16,18-25,0,NA,NA,NA,NA,NA,4,NA,NA,1,1,"Exposure to violence (""stress"")",6,0,1,Somali war,6,2,NA,2,1,NA,NA,1,Activism (legal political action),0,NA,1,NA,2,NA,NA,NA,3,NA,NA,NA,NA,1,Table 2 on p. 870,r,-0.243,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.243,0.01165,0.107935,-0.24796,0.013514,0.11625,77,0.573426954779134,470,Reported exposure,Other,Other,0,0,1,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,1,0,0,0,0,0,US,1,0,0
10066,Ellis et al.,2015,1,0.576,NA,NA,NA,0,0,1,100661,0,3,US,NA,79,0,0,Somali refugee males in the US,0,NA,20.76,2.16,18-25,0,NA,NA,NA,NA,NA,4,NA,NA,1,1,"Exposure to violence (""trauma"")",6,0,1,Somali war,6,2,NA,2,1,NA,NA,1,Activism (legal political action),0,NA,1,NA,2,NA,NA,NA,3,NA,NA,NA,NA,1,Table 2 on p. 870,r,0.364,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,0,0.364,0.009902,0.099509,0.381489,0.013514,0.11625,77,0.909969150734443,471,Reported exposure,Other,Other,0,0,1,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,1,0,0,0,0,0,US,1,0,0
10066,Ellis et al.,2015,1,0.576,NA,NA,NA,0,0,1,100661,0,3,US,NA,79,0,0,Somali refugee males in the US,0,NA,20.76,2.16,18-25,0,NA,NA,NA,NA,NA,4,NA,NA,1,1,"Exposure to violence (""stress"")",6,0,1,Somali war,6,2,NA,2,1,NA,NA,2,Radicalism (illegal political action),0,NA,1,NA,2,NA,NA,NA,3,NA,NA,NA,NA,2,Table 2 on p. 870,r,0.168,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,0,0.168,0.012426,0.111472,0.169608,0.013514,0.11625,77,0.311237327380574,472,Reported exposure,Other,Other,0,0,1,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,1,0,0,0,0,0,US,1,0,0
10066,Ellis et al.,2015,1,0.576,NA,NA,NA,0,0,1,100661,0,3,US,NA,79,0,0,Somali refugee males in the US,0,NA,20.76,2.16,18-25,0,NA,NA,NA,NA,NA,4,NA,NA,1,1,"Exposure to violence (""trauma"")",6,0,1,Somali war,6,2,NA,2,1,NA,NA,2,Radicalism (illegal political action),0,NA,1,NA,2,NA,NA,NA,3,NA,NA,NA,NA,2,Table 2 on p. 870,r,0.285,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,0,0.285,0.011107,0.10539,0.293116,0.013514,0.11625,77,0.717654209585461,473,Reported exposure,Other,Other,0,0,1,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,1,0,0,0,0,0,US,1,0,0
10066,Ellis et al.,2015,1,0.576,NA,NA,NA,0,0,1,100661,0,3,US,NA,79,0,0,Somali refugee males in the US,0,NA,20.76,2.16,18-25,0,NA,NA,NA,NA,NA,4,NA,NA,1,1,"Exposure to violence (""stress"")",6,0,1,Somali war,6,2,NA,2,1,NA,NA,3,Alienation,0,NA,1,0.56,2,NA,NA,NA,1,NA,NA,NA,NA,3,Table 2 on p. 870,r,-0.273,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.273,0.01127,0.10616,-0.280103,0.013514,0.11625,77,0.678414691899055,474,Reported exposure,Other,Other,0,0,1,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,1,0,0,0,0,0,US,1,0,0
10066,Ellis et al.,2015,1,0.576,NA,NA,NA,0,0,1,100661,0,3,US,NA,79,0,0,Somali refugee males in the US,0,NA,20.76,2.16,18-25,0,NA,NA,NA,NA,NA,4,NA,NA,1,1,"Exposure to violence (""trauma"")",6,0,1,Somali war,6,2,NA,2,1,NA,NA,3,Alienation,0,NA,1,0.56,2,NA,NA,NA,1,NA,NA,NA,NA,3,Table 2 on p. 870,r,0.131,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,0,0.131,0.01271,0.112739,0.131757,0.013514,0.11625,77,0.206811633302935,475,Reported exposure,Other,Other,0,0,1,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,1,0,0,0,0,0,US,1,0,0
10068,Eshel & Kimhi,2016,1,0.797,Reslience,NA,NA,1,0,1,100681,0,3,Israel,2014,510,1,0,Jewish Israeli civilians,0,NA,42.16,15.2,18-85,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Exposure to war and terrorism (sense of danger),11,0,1,Israeli-Palestinian conflict,6,2,NA,2,1,NA,NA,1,Patriotism,0,NA,1,0.82,3,NA,NA,NA,1,NA,NA,NA,NA,1,Table 2 on p. 838,r,-0.377,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.377,0.001446,0.038026,-0.396558,0.001972,0.044407,510,0.999999999998495,478,Fear,Other,Other,0,0,1,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,0,1,1,0,0,Israel,0,1,0
10068,Eshel & Kimhi,2016,1,0.797,Reslience,NA,NA,1,0,1,100681,0,3,Israel,2014,510,1,0,Jewish Israeli civilians,0,NA,42.16,15.2,18-85,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Exposure to war and terrorism (sense of danger),11,0,1,Israeli-Palestinian conflict,6,2,NA,2,1,NA,NA,2,Trust in institutions,0,NA,1,0.82,3,NA,NA,NA,2,NA,NA,NA,NA,2,Table 2 on p. 838,r,-0.409,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.409,0.001362,0.036905,-0.43441,0.001972,0.044407,510,0.999999999999998,479,Fear,Other,Other,0,0,1,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,0,1,1,0,0,Israel,0,1,0
10068,Eshel & Kimhi,2016,1,0.797,Reslience,NA,NA,1,0,1,100681,0,3,Israel,2014,510,1,0,Jewish Israeli civilians,0,NA,42.16,15.2,18-85,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Exposure to war and terrorism (sense of danger),11,0,1,Israeli-Palestinian conflict,6,2,NA,2,1,NA,NA,3,Trust in government and prime minister,0,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,3,Table 2 on p. 838,r,-0.288,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.288,0.001652,0.040645,-0.296384,0.001972,0.044407,510,0.999998819122855,480,Fear,Other,Other,0,0,1,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,0,1,1,0,0,Israel,0,1,0
10070,Feinstein,2018,1,1.766,Rally-around-the-flag,NA,NA,1,0,1,100701,0,4,Israel,2014,758,1,0,Israeli adults,1,75,43.72,14.76,NA,49.08,13.46,NA,NA,NA,NA,2,NA,NA,2,1,Change in personal threat,9,1,1,2014 Israel–Gaza conflict (focus on Hamas),1,2,2251,2,1,NA,NA,1,Change in ethno-nationalism,30,2,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,Mail correspondence,r,0.121,NA,758,NA,NA,NA,NA,NA,NA,NA,NA,0,0.121,0.001283,0.035819,0.121596,0.001325,0.036401,758,0.916693632085276,483,Threat,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Israel,0,1,0
10070,Feinstein,2018,1,1.766,Rally-around-the-flag,NA,NA,1,0,1,100701,0,4,Israel,2014,758,1,0,Israeli adults,1,75,43.72,14.76,NA,49.08,13.46,NA,NA,NA,NA,2,NA,NA,2,2,Change in national threat,10,1,1,2014 Israel–Gaza conflict (focus on Hamas),1,2,2251,2,1,NA,NA,1,Change in ethno-nationalism,30,2,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,2,Mail correspondence,r,0.07,NA,758,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07,0.001308,0.036166,0.070115,0.001325,0.036401,758,0.487160787128488,484,Threat,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Israel,0,1,0
10070,Feinstein,2018,1,1.766,Rally-around-the-flag,NA,NA,1,0,1,100701,0,4,Israel,2014,758,1,0,Israeli adults,1,75,43.72,14.76,NA,49.08,13.46,NA,NA,NA,NA,2,NA,NA,2,3,Change in anger toward Hamas,12,1,1,2014 Israel–Gaza conflict (focus on Hamas),1,2,2251,2,1,NA,NA,1,Change in ethno-nationalism,30,2,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,3,Mail correspondence,r,0.063,NA,758,NA,NA,NA,NA,NA,NA,NA,NA,0,0.063,0.001311,0.036208,0.063084,0.001325,0.036401,758,0.410851392687645,485,Anger,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,0,0,0,1,0,1,0,Israel,0,1,0
10070,Feinstein,2018,1,1.766,Rally-around-the-flag,NA,NA,1,0,1,100701,0,4,Israel,2014,758,1,0,Israeli adults,1,75,43.72,14.76,NA,49.08,13.46,NA,NA,NA,NA,2,NA,NA,2,4,Change in fear toward Hamas,11,1,1,2014 Israel–Gaza conflict (focus on Hamas),1,2,2251,2,1,NA,NA,1,Change in ethno-nationalism,30,2,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,4,Mail correspondence,r,0.01,NA,758,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,0.001321,0.036346,0.01,0.001325,0.036401,758,0.0586818619057898,486,Fear,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,0,0,0,1,1,0,0,Israel,0,1,0
10070,Feinstein,2018,1,1.766,Rally-around-the-flag,NA,NA,1,0,1,100701,0,4,Israel,2014,758,1,0,Israeli adults,1,75,43.72,14.76,NA,49.08,13.46,NA,NA,NA,NA,2,NA,NA,2,1,Change in personal threat,9,1,1,2014 Israel–Gaza conflict (focus on Hamas),1,2,2251,2,1,NA,NA,2,Change in nation-state chauvinism,30,2,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,5,Mail correspondence,r,0.05,NA,758,NA,NA,NA,NA,NA,NA,NA,NA,0,0.05,0.001314,0.036249,0.050042,0.001325,0.036401,758,0.279958360497842,487,Threat,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Israel,0,1,0
