ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique,TerrorMeasure,TerrorType
10030,Canetti et al.,2017,1,2.947,"Sociopsychological theories (including shattered assumption, MSC)",Ethos of conflict,NA,1,0,1,100301,0,3,Israel,2008,1196,1,0,Palestinians,1,63,35.01,12.68,18-80,52,NA,NA,NA,NA,NA,4,NA,NA,1,2,Psychological distress (PTSD) relating to political violence,14,1,1,Israeli-Palestinian conflict,5,2,NA,2,1,NA,Palestinians,1,Support for compromise,0,NA,1,0.8,3,NA,NA,NA,8,NA,NA,NA,NA,4,Table 1 on p. 97,r,0.04,NA,1196,NA,NA,NA,NA,NA,NA,NA,1,0,-0.04,8.34e-4,0.028879,-0.040021,8.38e-4,0.028948,1196,0.282326746116435,182,Other,State terror
10030,Canetti et al.,2017,1,2.947,"Sociopsychological theories (including shattered assumption, MSC)",Ethos of conflict,NA,1,0,1,100301,0,3,Israel,2008,781,1,0,Israeli Jews,1,53,45.36,17.25,17-93,51.6,NA,NA,NA,NA,NA,4,NA,NA,2,3,Perceived threat,10,0,1,Israeli-Palestinian conflict,1,2,NA,2,1,NA,Israelis,1,Support for compromise,0,NA,1,0.82,3,NA,NA,NA,8,NA,NA,NA,NA,5,Table 1 on p. 97,r,-0.08,NA,781,NA,NA,NA,NA,NA,NA,NA,1,0,0.08,0.001266,0.035581,0.080171,0.001285,0.035847,781,0.609308238881935,183,Threat,Islamist
10030,Canetti et al.,2017,1,2.947,"Sociopsychological theories (including shattered assumption, MSC)",Ethos of conflict,NA,1,0,1,100301,0,3,Israel,2008,1196,1,0,Palestinians,1,63,35.01,12.68,18-80,52,NA,NA,NA,NA,NA,4,NA,NA,1,3,Perceived threat,10,0,1,Israeli-Palestinian conflict,5,2,NA,2,1,NA,Palestinians,1,Support for compromise,0,NA,1,0.8,3,NA,NA,NA,8,NA,NA,NA,NA,6,Table 1 on p. 97,r,0.06,NA,1196,NA,NA,NA,NA,NA,NA,NA,1,0,0.06,8.31e-4,0.028827,0.060072,8.38e-4,0.028948,1196,0.546070344097803,184,Threat,State terror
10030,Canetti et al.,2017,1,2.947,"Sociopsychological theories (including shattered assumption, MSC)",Ethos of conflict,NA,1,0,1,100301,0,3,Israel,2008,781,1,0,Israeli Jews,1,53,45.36,17.25,17-93,51.6,NA,NA,NA,NA,NA,4,NA,NA,2,1,Exposure to political violence,6,0,1,Israeli-Palestinian conflict,1,2,NA,2,1,NA,Israelis,1,Political ideology (conservatism),0,NA,1,0.82,3,NA,NA,NA,7,NA,NA,NA,NA,7,Table 1 on p. 97,r,-0.1,NA,781,NA,NA,NA,NA,NA,NA,NA,1,0,0.1,0.001257,0.035454,0.100335,0.001285,0.035847,781,0.799621632950294,185,Reported exposure,Islamist
10030,Canetti et al.,2017,1,2.947,"Sociopsychological theories (including shattered assumption, MSC)",Ethos of conflict,NA,1,0,1,100301,0,3,Israel,2008,1196,1,0,Palestinians,1,63,35.01,12.68,18-80,52,NA,NA,NA,NA,NA,4,NA,NA,1,1,Exposure to political violence,6,0,1,Israeli-Palestinian conflict,5,2,NA,2,1,NA,Palestinians,1,Political ideology (conservatism),0,NA,1,0.8,3,NA,NA,NA,7,NA,NA,NA,NA,8,Table 1 on p. 97,r,0.03,NA,1196,NA,NA,NA,NA,NA,NA,NA,1,0,-0.03,8.35e-4,0.028896,-0.030009,8.38e-4,0.028948,1196,0.179330482829998,186,Reported exposure,State terror
10030,Canetti et al.,2017,1,2.947,"Sociopsychological theories (including shattered assumption, MSC)",Ethos of conflict,NA,1,0,1,100301,0,3,Israel,2008,781,1,0,Israeli Jews,1,53,45.36,17.25,17-93,51.6,NA,NA,NA,NA,NA,4,NA,NA,2,2,Psychological distress (PTSD) relating to political violence,14,1,1,Israeli-Palestinian conflict,1,2,NA,2,1,NA,Israelis,1,Political ideology (conservatism),0,NA,1,0.82,3,NA,NA,NA,7,NA,NA,NA,NA,9,Table 1 on p. 97,r,-0.11,NA,781,NA,NA,NA,NA,NA,NA,NA,1,0,0.11,0.001251,0.035369,0.110447,0.001285,0.035847,781,0.869171940637311,187,Other,Islamist
10030,Canetti et al.,2017,1,2.947,"Sociopsychological theories (including shattered assumption, MSC)",Ethos of conflict,NA,1,0,1,100301,0,3,Israel,2008,1196,1,0,Palestinians,1,63,35.01,12.68,18-80,52,NA,NA,NA,NA,NA,4,NA,NA,1,2,Psychological distress (PTSD) relating to political violence,14,1,1,Israeli-Palestinian conflict,5,2,NA,2,1,NA,Palestinians,1,Political ideology (conservatism),0,NA,1,0.8,3,NA,NA,NA,7,NA,NA,NA,NA,10,Table 1 on p. 97,r,0.09,NA,1196,NA,NA,NA,NA,NA,NA,NA,1,0,-0.09,8.23e-4,0.028688,-0.090244,8.38e-4,0.028948,1196,0.876617324863562,188,Other,State terror
10030,Canetti et al.,2017,1,2.947,"Sociopsychological theories (including shattered assumption, MSC)",Ethos of conflict,NA,1,0,1,100301,0,3,Israel,2008,781,1,0,Israeli Jews,1,53,45.36,17.25,17-93,51.6,NA,NA,NA,NA,NA,4,NA,NA,2,3,Perceived threat,10,0,1,Israeli-Palestinian conflict,1,2,NA,2,1,NA,Israelis,1,Political ideology (conservatism),0,NA,1,0.82,3,NA,NA,NA,7,NA,NA,NA,NA,11,Table 1 on p. 97,r,-0.06,NA,781,NA,NA,NA,NA,NA,NA,NA,1,0,0.06,0.001273,0.035679,0.060072,0.001285,0.035847,781,0.388536621254169,189,Threat,Islamist
10030,Canetti et al.,2017,1,2.947,"Sociopsychological theories (including shattered assumption, MSC)",Ethos of conflict,NA,1,0,1,100301,0,3,Israel,2008,1196,1,0,Palestinians,1,63,35.01,12.68,18-80,52,NA,NA,NA,NA,NA,4,NA,NA,1,3,Perceived threat,10,0,1,Israeli-Palestinian conflict,5,2,NA,2,1,NA,Palestinians,1,Political ideology (conservatism),0,NA,1,0.8,3,NA,NA,NA,7,NA,NA,NA,NA,12,Table 1 on p. 97,r,0,NA,1196,NA,NA,NA,NA,NA,NA,NA,1,0,0,8.37e-4,0.028931,0,8.38e-4,0.028948,1196,0.049986577094572,190,Threat,State terror
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,1,100311,0,1,Israel,2016,57,1,0,Jewish-Israeli,1,60,27,11.2,19-88,64.91,NA,NA,NA,NA,NA,4,NA,NA,2,1,Holocaust-salience prime,5,1,1,Holocaust,5,0,6000000,2,-99,NA,NA,1,Political militancy,0,NA,1,0.71,3,NA,NA,NA,8,NA,NA,NA,NA,1,Text on p. 7,"m, sd",NA,NA,NA,3.83,0.99,19,4.54,1.04,19,NA,NA,0,0.330054,0.019757,0.14056,0.342889,0.028571,0.16903,38,0.536466715066104,191,Other,State terror
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,2,100312,0,1,Israel,2016,69,0,1,University students,0,NA,28,9.3,18-47,50.72464,NA,NA,NA,NA,NA,4,NA,NA,4,1,Holocaust-exclusive prime,5,1,1,Holocaust,5,0,6000000,2,-99,NA,Exclusive frame,1,Preemptive strike against Iran,0,NA,1,0.82,3,NA,NA,NA,8,NA,NA,NA,NA,2,Text on p. 9,"m, sd",NA,NA,NA,4.22,0.88,23,4.87,0.93,23,NA,NA,0,0.337869,0.016085,0.126827,0.351685,0.023256,0.152499,46,0.64352772653365,192,Other,State terror
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,2,100312,0,1,Israel,2016,69,0,1,University students,0,NA,28,9.3,18-47,50.72464,NA,NA,NA,NA,NA,4,NA,NA,4,2,Holocaust-inclusive prime,5,1,1,Holocaust,5,0,6000000,2,-99,NA,Inclusive frame,1,Preemptive strike against Iran,0,NA,1,0.82,3,NA,NA,NA,8,NA,NA,NA,NA,3,Text on p. 9,"m, sd",NA,NA,NA,4.22,0.88,23,4.07,1,23,NA,NA,0,-0.079374,0.021398,0.146281,-0.079541,0.023256,0.152499,46,0.0819522097263028,193,Other,State terror
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,2,100312,0,1,Israel,2016,69,0,1,University students,0,NA,28,9.3,18-47,50.72464,NA,NA,NA,NA,NA,4,NA,NA,4,1,Holocaust-exclusive prime,5,1,1,Holocaust,5,0,6000000,2,-99,NA,Exclusive frame,2,Compromise with Palestine,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,4,Text on p. 9,"m, sd",NA,NA,NA,4.67,2.15,23,3.15,2.03,23,NA,1,0,0.341619,0.015971,0.126376,0.355924,0.023256,0.152499,46,0.653937968615332,194,Other,State terror
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,2,100312,0,1,Israel,2016,69,0,1,University students,0,NA,28,9.3,18-47,50.72464,NA,NA,NA,NA,NA,4,NA,NA,4,2,Holocaust-inclusive prime,5,1,1,Holocaust,5,0,6000000,2,-99,NA,Inclusive frame,2,Compromise with Palestine,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,5,Text on p. 9,"m, sd",NA,NA,NA,4.67,2.15,23,5.17,1.99,23,NA,1,0,-0.119814,0.020968,0.144803,-0.120392,0.023256,0.152499,46,0.124951924416146,195,Other,State terror
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,3,100313,0,3,Israel,2013,152,0,1,University students,0,NA,34,12.22,18-77,51,NA,NA,NA,NA,NA,4,NA,NA,4,1,Holocaust exposure,6,0,1,Holocaust,5,0,6000000,2,-99,NA,NA,1,Political militancy,0,NA,1,0.72,3,NA,NA,NA,8,NA,NA,NA,NA,6,Text on p. 11,t-test,1.84,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,0,0.148568,0.006333,0.07958,0.149676,0.006711,0.081921,152,0.449214819760662,196,Reported exposure,State terror
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Holocaust exposure (descendant),6,0,1,Holocaust,5,0,6000000,2,-99,NA,NA,1,Political militancy,0,NA,1,0.72,3,NA,NA,NA,8,NA,NA,NA,NA,7,Table 1 on p. 15,"m, sd",NA,NA,NA,4.08,1.1299999999999999,539,3.99,1.23,323,NA,NA,0,-0.037258,0.001156,0.034,-0.037275,0.001164,0.034117,862,0.194102946395406,197,Reported exposure,State terror
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Holocaust exposure (descendant),6,0,1,Holocaust,5,0,6000000,2,-99,NA,NA,2,Compromise with Palestine,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,8,Table 1 on p. 15,"m, sd",NA,NA,NA,2.85,1.76,512,3.08,1.8,312,NA,1,0,-0.062719,0.001202,0.03467,-0.062802,0.001218,0.0349,824,0.436689416264244,198,Reported exposure,State terror
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Holocaust exposure (descendant),6,0,1,Holocaust,5,0,6000000,2,-99,NA,NA,3,Political orientation,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,9,Table 1 on p. 15,"m, sd",NA,NA,NA,3.29,1.26,474,3.63,1.41,296,NA,1,0,-0.124361,0.001249,0.035341,-0.125008,0.001304,0.036111,770,0.933730926771522,199,Reported exposure,State terror
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Exposure to political violence,6,0,1,NA,6,2,NA,-99,-99,NA,Non-Holocaust group,1,Political militancy,0,NA,1,0.72,3,NA,NA,NA,8,NA,NA,NA,NA,10,Table 2 on p. 16,r,0.01,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,0.001858,0.043105,0.01,0.001866,0.043197,539,0.0561424506133432,200,Reported exposure,Other
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Exposure to political violence,6,0,1,NA,6,2,NA,-99,-99,NA,Holocaust group,1,Political militancy,0,NA,1,0.72,3,NA,NA,NA,8,NA,NA,NA,NA,11,Table 2 on p. 17,r,0.08,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,0.003066,0.055371,0.080171,0.003125,0.055902,323,0.300473921859767,201,Reported exposure,Other
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Exposure to political violence,6,0,1,NA,6,2,NA,-99,-99,NA,Non-Holocaust group,2,Compromise with Palestine,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,12,Table 2 on p. 18,r,-0.05,512,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.05,0.001947,0.044125,0.050042,0.001965,0.044328,512,0.2042307917573,202,Reported exposure,Other
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Exposure to political violence,6,0,1,NA,6,2,NA,-99,-99,NA,Holocaust group,2,Compromise with Palestine,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,13,Table 2 on p. 19,r,-0.91,312,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.091,0.003162,0.056232,0.091252,0.003236,0.056886,312,0.361939854006711,203,Reported exposure,Other
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Exposure to political violence,6,0,1,NA,6,2,NA,-99,-99,NA,Non-Holocaust group,3,Political orientation,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,14,Table 2 on p. 20,r,-0.08,474,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.08,0.002087,0.045684,0.080171,0.002123,0.046076,474,0.413627799083961,204,Reported exposure,Other
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Exposure to political violence,6,0,1,NA,6,2,NA,-99,-99,NA,Holocaust group,3,Political orientation,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,15,Table 2 on p. 21,r,-0.185,296,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.185,0.003162,0.056232,0.187155,0.003413,0.058421,296,0.89407925481335,205,Reported exposure,Other
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Perceived threat,6,0,1,NA,6,2,NA,-99,-99,NA,Non-Holocaust group,1,Political militancy,0,NA,1,0.72,3,NA,NA,NA,8,NA,NA,NA,NA,16,Table 2 on p. 22,r,0.081,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.081,0.001834,0.042825,0.081178,0.001866,0.043197,539,0.468548552965361,206,Reported exposure,Other
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Perceived threat,6,0,1,NA,6,2,NA,-99,-99,NA,Holocaust group,1,Political militancy,0,NA,1,0.72,3,NA,NA,NA,8,NA,NA,NA,NA,17,Table 2 on p. 23,r,0.154,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.154,0.00296,0.054406,0.155235,0.003125,0.055902,323,0.7941260999083,207,Reported exposure,Other
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Perceived threat,6,0,1,NA,6,2,NA,-99,-99,NA,Non-Holocaust group,2,Compromise with Palestine,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,18,Table 2 on p. 24,r,-0.09,512,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.09,0.001925,0.043875,0.090244,0.001965,0.044328,512,0.531021003254152,208,Reported exposure,Other
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Perceived threat,6,0,1,NA,6,2,NA,-99,-99,NA,Holocaust group,2,Compromise with Palestine,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,19,Table 2 on p. 25,r,-0.222,312,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.222,0.002906,0.053907,0.225759,0.003236,0.056886,312,0.978013505973293,209,Reported exposure,Other
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Perceived threat,6,0,1,NA,6,2,NA,-99,-99,NA,Non-Holocaust group,3,Political orientation,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,20,Table 2 on p. 26,r,-0.14,474,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.14,0.002032,0.045078,0.140926,0.002123,0.046076,474,0.864639051987501,210,Reported exposure,Other
10031,Canetti et al.,2018,1,2.782,Collective trauma,NA,NA,1,0,4,100314,0,3,Israel,2007,867,1,0,Jewish-Israeli,1,53,45,16.14,18-98,50,NA,NA,NA,NA,NA,3,NA,NA,4,1,Perceived threat,6,0,1,NA,6,2,NA,-99,-99,NA,Holocaust group,3,Political orientation,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,21,Table 2 on p. 27,r,-0.127,296,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.127,0.003281,0.05728,0.127689,0.003413,0.058421,296,0.590562441630733,211,Reported exposure,Other
10032,Canetti et al.,2018,1,1.418,Threat & Stress,Psychological distress,Threat perceptions,1,0,1,100321,0,4,Israel + NI,NA,420,0,0,"Israeli Jews, Palestinians, and Protestants and Catholics in Northern
Ireland",1,53,44.75,14.99,NA,48.625,NA,NA,NA,NA,NA,4,NA,NA,3,1,Exposure to political violence,6,0,1,NA,6,2,NA,2,1,NA,NA,1,Conciliatory attitudes,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,1,Table 2 on p. 667,"m, sd",NA,NA,NA,0.54,;28,117,0.49,0.3,242,NA,1,0,0.084325,0.002339,0.048363,0.084526,0.002398,0.048969,420,0.408315191315917,212,Reported exposure,Other
10033,Canetti et al.,2019,1,1.39,Stress-based model,Physiological reactivity,Threat perceptions,1,0,1,100331,0,2,Israel,2010,83,1,0,Israeli adults,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,1,Perception of threat,10,1,0,Israeli-Palestinian conflict,1,0,NA,-99,-99,NA,Exposed,1,Militant attitudes,0,NA,1,0.75,3,NA,NA,NA,8,NA,NA,NA,NA,1,Table 1 on p. 7,r,0.23,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,0,0.23,0.010939,0.10459,0.234189,0.0125,0.111803,83,0.557902998708284,213,Threat,Islamist
10033,Canetti et al.,2019,1,1.39,Stress-based model,Physiological reactivity,Threat perceptions,1,0,1,100331,0,2,Israel,2010,41,1,0,Israeli adults,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,1,Perception of threat,10,1,0,Israeli-Palestinian conflict,1,0,NA,-99,-99,NA,Non-exposed,1,Militant attitudes,0,NA,1,0.75,3,NA,NA,NA,8,NA,NA,NA,NA,2,Table 1 on p. 7,r,0.24,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0.24,0.022203,0.149007,0.244774,0.026316,0.162222,41,0.331713138305371,214,Threat,Islamist
10034,"Canetti, Ariely, & Halperin",2008,1,0.486,ITT,Realistic group conflict theory,SIT,2,0,1,100341,0,3,Israel,2005,504,1,0,Jewish-Israeli,1,42,45,16.9,18-78,53,26,NA,NA,NA,NA,3,NA,NA,2,1,Security threat NJIs,10,0,0,NA,0,0,NA,-99,1,NA,NA,1,Exclusionist political attitudes towards NJIs,0,NA,3,0.91,3,4,2,2,10,NA,NA,NA,NA,1,Table 2 on p. 96,r,0.51,NA,504,NA,NA,NA,NA,NA,NA,NA,NA,0,0.51,0.001088,0.032985,0.56273,0.001996,0.044677,504,1,215,Threat,No ideology
10034,"Canetti, Ariely, & Halperin",2008,1,0.486,ITT,Realistic group conflict theory,SIT,2,0,1,100341,0,3,Israel,2005,504,1,0,Jewish-Israeli,1,42,45,16.9,18-78,53,26,NA,NA,NA,NA,3,NA,NA,2,2,Security threat PCIs,10,0,0,NA,0,0,NA,-99,1,NA,NA,2,Exclusionist political attitudes towards PCIs,0,NA,3,0.89,3,4,3,2,10,NA,NA,NA,NA,2,Table 2 on p. 96,r,0.6,NA,504,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6,8.14e-4,0.028531,0.693147,0.001996,0.044677,504,1,216,Threat,No ideology
10034,"Canetti, Ariely, & Halperin",2008,1,0.486,ITT,Realistic group conflict theory,SIT,2,0,1,100341,0,3,Israel,2005,504,1,0,Jewish-Israeli,1,42,45,16.9,18-78,53,26,NA,NA,NA,NA,3,NA,NA,2,1,Security threat NJIs,10,0,0,NA,0,0,NA,-99,1,NA,NA,3,Political orientation,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,3,Table 2 on p. 96,r,-0.34,NA,504,NA,NA,NA,NA,NA,NA,NA,1,0,0.34,0.001555,0.039433,0.354093,0.001996,0.044677,504,0.999999998835293,217,Threat,No ideology
10034,"Canetti, Ariely, & Halperin",2008,1,0.486,ITT,Realistic group conflict theory,SIT,2,0,1,100341,0,3,Israel,2005,504,1,0,Jewish-Israeli,1,42,45,16.9,18-78,53,26,NA,NA,NA,NA,3,NA,NA,2,2,Security threat PCIs,10,0,0,NA,0,0,NA,-99,1,NA,NA,3,Exclusionist political attitudes towards PCIs,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,4,Table 2 on p. 96,r,-0.47,NA,504,NA,NA,NA,NA,NA,NA,NA,1,0,0.47,0.001207,0.034742,0.51007,0.001996,0.044677,504,1,218,Threat,No ideology
10035,Carnagey & Anderson,2007,1,1.012,Attitude Representations Theory,GAM (General Aggression Model),NA,1,0,1,100351,0,2,US,2000,2703,0,1,University students,0,NA,19.5,NA,NA,57.386990077177515,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Revised Attitudes toward Violence Scale: WAR,330,4,1,0.79,3,NA,NA,NA,8,NA,NA,NA,NA,1,Table 1 on p. 123,d,0.37,NA,NA,NA,NA,780,NA,NA,1034,NA,NA,0,0.18018,5.08e-4,0.022539,0.182168,5.52e-4,0.023495,1814,0.999999996572094,219,Acts of violence,Islamist
10035,Carnagey & Anderson,2007,1,1.012,Attitude Representations Theory,GAM (General Aggression Model),NA,1,0,1,100351,0,2,US,2000,2703,0,1,University students,0,NA,19.5,NA,NA,57.386990077177515,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,2,Revised Attitudes toward Violence Scale: PRISON,330,4,1,0.83,3,NA,NA,NA,9,NA,NA,NA,NA,2,Table 1 on p. 123,d,0.14,NA,NA,NA,NA,780,NA,NA,1034,NA,NA,0,0.069145,5.45e-4,0.023345,0.069255,5.52e-4,0.023495,1814,0.83842380922812,220,Acts of violence,Islamist
10035,Carnagey & Anderson,2007,1,1.012,Attitude Representations Theory,GAM (General Aggression Model),NA,1,0,1,100351,0,2,US,2000,2703,0,1,University students,0,NA,19.5,NA,NA,60.9946075494308,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Revised Attitudes toward Violence Scale: WAR,690,4,1,0.79,3,NA,NA,NA,8,NA,NA,NA,NA,3,Table 1 on p. 123,d,0.24,NA,NA,NA,NA,780,NA,NA,889,NA,NA,0,0.118894,5.78e-4,0.024042,0.119459,6e-4,0.024495,1669,0.998234772758883,221,Acts of violence,Islamist
10035,Carnagey & Anderson,2007,1,1.012,Attitude Representations Theory,GAM (General Aggression Model),NA,1,0,1,100351,0,2,US,2000,2703,0,1,University students,0,NA,19.5,NA,NA,60.9946075494308,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,2,Revised Attitudes toward Violence Scale: PRISON,690,4,1,0.83,3,NA,NA,NA,9,NA,NA,NA,NA,4,Table 1 on p. 123,d,0.07,NA,NA,NA,NA,780,NA,NA,889,NA,NA,0,0.034904,5.97e-4,0.024434,0.034918,6e-4,0.024495,1669,0.296895862979892,222,Acts of violence,Islamist
10036,"Carriere, Hendricks, & Moghaddam",2019,1,0.933,ITT,Political sophistication,NA,1,0,1,100361,0,3,US,2008,2019,1,0,American adults,0,NA,49.1,17.2,NA,53.2,NA,NA,NA,NA,NA,3,62.3,NA,3,1,Terrorist threat,10,0,0,NA,0,0,NA,-99,-99,NA,NA,2,Support for torture,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,1,Mail correspondence,r,0.08,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,4.89e-4,0.022113,0.080171,4.96e-4,0.022271,2019,0.949553702164892,223,Threat,No ideology
