ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique,TerrorMeasure,TerrorType,TerrorType2,Islam,No_Ideology,Other_Ideology,Design,Exp,QuasiLong,Corr,Sample,General,Student,Convenience,TargetSim,Lot,Bit,No,Exposure,R_Exposure,Threat,Emotions,Fear,Anger,Other_IV,Country2,US,Israel,Other_c
10050,"Crowson, DeBacker, & Thoma",2005,1,1.324,RWA,SDO,NA,1,0,1,100501,0,3,US,2003,136,0,1,University students,0,NA,25.59,8.3,20-56,80.15,NA,NA,NA,NA,NA,4,76,NA,2,1,Threat perceptions index,9,1,0,NA,0,0,NA,-99,-99,NA,NA,2,SDO,0,NA,1,0.92,3,NA,NA,NA,6,NA,NA,NA,NA,2,Table 2 on p. 1279,r,0.01,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,0.007406,0.086058,0.01,0.007519,0.086712,136,0.0514167921283217,321,Threat,No ideology,No ideology,0,1,0,Correlations,0,0,1,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10050,"Crowson, DeBacker, & Thoma",2005,1,1.324,RWA,SDO,NA,1,0,1,100501,0,3,US,2003,136,0,1,University students,0,NA,25.59,8.3,20-56,80.15,NA,NA,NA,NA,NA,4,76,NA,2,1,Threat perceptions index,9,1,0,NA,0,0,NA,-99,-99,NA,NA,3,Restriction of civil liberties,0,NA,1,0.93,3,NA,NA,NA,9,NA,NA,NA,NA,3,Table 2 on p. 1279,r,0.23,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,0,0.23,0.006644,0.081511,0.234189,0.007519,0.086712,136,0.773271713721136,322,Threat,No ideology,No ideology,0,1,0,Correlations,0,0,1,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10050,"Crowson, DeBacker, & Thoma",2005,1,1.324,RWA,SDO,NA,1,0,1,100501,0,3,US,2003,136,0,1,University students,0,NA,25.59,8.3,20-56,80.15,NA,NA,NA,NA,NA,4,76,NA,2,1,Threat perceptions index,9,1,0,NA,0,0,NA,-99,-99,NA,NA,5,Support for the war in Iraq,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,5,Table 2 on p. 1279,r,0.2,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.006827,0.082626,0.202733,0.007519,0.086712,136,0.650111674498762,324,Threat,No ideology,No ideology,0,1,0,Correlations,0,0,1,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10050,"Crowson, DeBacker, & Thoma",2005,1,1.324,RWA,SDO,NA,1,0,1,100501,0,3,US,2003,136,0,1,University students,0,NA,25.59,8.3,20-56,80.15,NA,NA,NA,NA,NA,4,76,NA,2,1,Threat perceptions index,9,1,0,NA,0,0,NA,-99,-99,NA,NA,6,Leave the UN,0,NA,1,0.85,3,NA,NA,NA,11,NA,NA,NA,NA,6,Table 2 on p. 1279,r,0.06,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06,0.007354,0.085755,0.060072,0.007519,0.086712,136,0.106774518784479,325,Threat,No ideology,No ideology,0,1,0,Correlations,0,0,1,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10051,Da Costa Silva et al.,2019,1,1.375,Dehumanization; SIT,NA,NA,1,0,1,100511,0,1,Spain,2016,215,2,0,Members of the general population,0,NA,36.97,13.4,NA,53.95,NA,NA,NA,NA,NA,4,NA,NA,4,1,ISIS Terrorist threat manipulation,4,1,1,11/03 Madrid,1,2,193,2,0,NA,NA,1,Support for retributive justice,0,NA,1,0.872,3,NA,NA,NA,9,NA,NA,NA,NA,1,Text on p. 619,t-test,2.49,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,0,0.175982,0.004815,0.06939,0.177833,0.005181,0.071979,196,0.697127751173943,326,Threat,Islamist,Islamist,1,0,0,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10051,Da Costa Silva et al.,2019,1,1.375,Dehumanization; SIT,NA,NA,1,0,2,100512,0,1,Spain,2016,304,2,0,Members of the general population,0,NA,36.19,14.6,NA,50.98,NA,NA,NA,NA,NA,4,NA,NA,4,1,Threat manipulation,4,1,1,11/03 Madrid,1,2,193,2,0,NA,NA,1,Support for retributive justice,0,NA,1,0.872,3,NA,NA,NA,9,NA,NA,NA,NA,2,Text on p. 622,t-test,2.06,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,0,0.118492,0.003251,0.057018,0.119051,0.003367,0.058026,300,0.53774767078545,327,Threat,Islamist,Islamist,1,0,0,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10054,Davis,2007,2,0,Political tolerance,Political trust,NA,1,0,1,100541,0,3,US,2001,1448,1,0,US adults,1,52.4,45.24,NA,NA,56.534296028880874,43.7962202136401,3.26,NA,NA,0.4657142857142857,3,64.94082840236686,NA,3,1,Sociotropic threat,10,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Civil liberties responses,0,NA,1,0.66,2,NA,NA,NA,9,NA,NA,NA,NA,1,Table 3.5 on p 56,r,0.22,NA,1379,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,6.57e-4,0.025632,0.223656,7.27e-4,0.026963,1379,0.999999999884597,334,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10054,Davis,2007,2,0,Political tolerance,Political trust,NA,1,0,1,100541,0,3,US,2001,1448,1,0,US adults,1,52.4,45.24,NA,NA,56.534296028880874,43.7962202136401,3.26,NA,NA,0.4657142857142857,3,64.94082840236686,NA,3,2,Personal threat,9,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Civil liberties responses,0,NA,1,0.66,2,NA,NA,NA,9,NA,NA,NA,NA,2,Table 4.3 on p. 78,beta,0.04,NA,1081,NA,NA,NA,NA,NA,NA,NA,NA,2,0.04,9.23e-4,0.030381,0.040021,9.28e-4,0.030463,1081,0.259841623668468,335,Threat,No ideology,No ideology,0,1,0,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10058,Doosje et al.,2009,1,0,NA,NA,NA,1,0,1,100581,0,3,EU,2006,1409,1,0,Nationally representative survey,0,NA,46.25,17.45,16-91,55,NA,5.28,2.01,1-4,NA,3,NA,0,2,1,Perceived terrorist threat,11,0,0,NA,1,0,NA,-99,-99,NA,NA,3,Political conservatism,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,3,Table 1 on p. 213,r,0.06,NA,690,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06,0.001441,0.037961,0.060072,0.001456,0.038158,690,0.350511129786808,365,Fear,Islamist,Islamist,1,0,0,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,0,1,1,0,0,Other,0,0,1
10060,Dvir-Gvirsman et al.,2016,1,1.508,Media as reinforcing spirals,Priming effects,NA,1,0,1,100601,0,4,Israel,2010,600,0,1,Children,1,90,11,NA,NA,51,NA,NA,NA,NA,NA,4,NA,NA,1,1,Media exposure (T1+2),8,1,1,Israeli-Palestinian conflict,5,2,NA,2,1,NA,Palestinians,2,Glorification and involvement in war,365,4,1,0.67,2,NA,NA,NA,8,NA,NA,NA,NA,3,Mail correspondence,r,0.194,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,0,0.194,0.001622,0.040274,0.19649,0.001757,0.041917,572,0.996841654242824,424,Reported exposure,State terror,Other,0,0,1,Quasi-Long,0,1,0,Student,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,Israel,0,1,0
10060,Dvir-Gvirsman et al.,2016,1,1.508,Media as reinforcing spirals,Priming effects,NA,1,0,1,100601,0,4,Israel,2010,600,0,1,Children,1,90,11,NA,NA,51,NA,NA,NA,NA,NA,4,NA,NA,1,2,Real-life exposure (T1+2),7,1,1,Israeli-Palestinian conflict,5,2,NA,2,1,NA,Palestinians,2,Glorification and involvement in war,365,4,1,0.67,2,NA,NA,NA,8,NA,NA,NA,NA,4,Mail correspondence,r,0.141,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,0,0.141,0.001682,0.041012,0.141946,0.001757,0.041917,572,0.923451159271131,425,Reported exposure,State terror,Other,0,0,1,Quasi-Long,0,1,0,Student,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,Israel,0,1,0
10060,Dvir-Gvirsman et al.,2016,1,1.508,Media as reinforcing spirals,Priming effects,NA,1,0,1,100601,0,4,Israel,2010,450,0,1,Children,1,65,11,NA,NA,51,NA,NA,NA,NA,NA,4,NA,NA,1,1,Media exposure (T1+2),7,1,1,Israeli-Palestinian conflict,5,2,NA,2,1,NA,Israeli-Arabs,2,Glorification and involvement in war,365,4,1,0.67,2,NA,NA,NA,8,NA,NA,NA,NA,7,Mail correspondence,r,0.075,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,0,0.075,0.002575,0.050744,0.075141,0.002618,0.051166,385,0.31244128811753,428,Reported exposure,State terror,Other,0,0,1,Quasi-Long,0,1,0,Student,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,Israel,0,1,0
10060,Dvir-Gvirsman et al.,2016,1,1.508,Media as reinforcing spirals,Priming effects,NA,1,0,1,100601,0,4,Israel,2010,450,0,1,Children,1,65,11,NA,NA,51,NA,NA,NA,NA,NA,4,NA,NA,1,2,Real-life exposure (T1+2),8,1,1,Israeli-Palestinian conflict,5,2,NA,2,1,NA,Israeli-Arabs,2,Glorification and involvement in war,365,4,1,0.67,2,NA,NA,NA,8,NA,NA,NA,NA,8,Mail correspondence,r,0.033,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,0,0.033,0.002598,0.050971,0.033012,0.002618,0.051166,385,0.098953493028182,429,Reported exposure,State terror,Other,0,0,1,Quasi-Long,0,1,0,Student,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,Israel,0,1,0
10060,Dvir-Gvirsman et al.,2016,1,1.508,Media as reinforcing spirals,Priming effects,NA,1,0,1,100601,0,4,Israel,2010,451,0,1,Children,1,55,11,NA,NA,62,NA,NA,NA,NA,NA,4,NA,NA,2,1,Media exposure (T1+2),8,1,1,Israeli-Palestinian conflict,1,2,NA,2,1,NA,Jewish Israeli subsample,2,Glorification and involvement in war,365,4,1,0.67,2,NA,NA,NA,8,NA,NA,NA,NA,11,Mail correspondence,r,0.124,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,0,0.124,0.00345,0.058737,0.124641,0.003584,0.059867,282,0.549826940663204,432,Reported exposure,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,Israel,0,1,0
10060,Dvir-Gvirsman et al.,2016,1,1.508,Media as reinforcing spirals,Priming effects,NA,1,0,1,100601,0,4,Israel,2010,451,0,1,Children,1,55,11,NA,NA,62,NA,NA,NA,NA,NA,4,NA,NA,2,2,Real-life exposure (T1+2),7,1,1,Israeli-Palestinian conflict,1,2,NA,2,1,NA,Jewish Israeli subsample,2,Glorification and involvement in war,365,4,1,0.67,2,NA,NA,NA,8,NA,NA,NA,NA,12,Mail correspondence,r,0.065,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,0,0.065,0.003529,0.059405,0.065092,0.003584,0.059867,282,0.192948657995712,433,Reported exposure,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,Israel,0,1,0
10061,Eadeh et al.,2020,4,0,Anger-Affordance framework,NA,NA,1,0,1,100611,0,1,US,NA,565,2,0,MTurkers,0,NA,NA,NA,NA,63.36283185840708,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism threat,4,1,0,ISIS Attacks,1,0,NA,-99,0,NA,NA,1,Support for hawkish politician,0,NA,1,0.97,3,NA,NA,NA,8,NA,NA,NA,NA,1,Text,f,8.04,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,0,0.165923,0.003284,0.057306,0.167471,0.003559,0.059657,284,0.802837795877101,434,Threat,Islamist,Islamist,1,0,0,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10061,Eadeh et al.,2020,4,0,Anger-Affordance framework,NA,NA,1,0,1,100611,0,1,US,NA,565,2,0,MTurkers,0,NA,NA,NA,NA,63.36283185840708,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism threat,4,1,0,ISIS Attacks,1,0,NA,-99,0,NA,NA,2,Support for dove politician,0,NA,1,0.97,3,NA,NA,NA,8,NA,NA,NA,NA,2,Text,f,4.49,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,0,0.124755,0.003386,0.058189,0.125408,0.003559,0.059657,284,0.557855904362224,435,Threat,Islamist,Islamist,1,0,0,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10061,Eadeh et al.,2020,4,0,Anger-Affordance framework,NA,NA,1,0,2,100612,0,1,US,NA,222,2,0,MTurkers,0,NA,NA,NA,NA,58.108108108108105,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism threat,4,1,0,ISIS Attacks,1,0,NA,-99,0,NA,NA,1,Support for hawkish politician,0,NA,1,0.85,3,NA,NA,NA,8,NA,NA,NA,NA,3,Text,f,3.9,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,0,0.131979,0.00435,0.065955,0.132754,0.004608,0.067882,220,0.499817499930963,436,Threat,Islamist,Islamist,1,0,0,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10061,Eadeh et al.,2020,4,0,Anger-Affordance framework,NA,NA,1,0,3,100613,1,1,US,NA,264,2,0,MTurkers,0,NA,NA,NA,NA,59.09090909090909,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism threat,4,1,0,ISIS Attacks,1,0,NA,-99,0,NA,NA,1,Support for hawkish politician,0,NA,1,0.85,3,NA,NA,NA,8,NA,NA,NA,NA,4,Text,"m, sd",NA,NA,NA,3.95,1.51,88,4.15,1.36,88,NA,NA,0,0.069424,0.005614,0.074927,0.069535,0.00578,0.076026,176,0.15035250317222,437,Threat,Islamist,Islamist,1,0,0,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10061,Eadeh et al.,2020,4,0,Anger-Affordance framework,NA,NA,1,0,4,100614,1,1,US,NA,312,2,0,MTurkers,0,NA,NA,NA,NA,59.294871794871796,NA,NA,NA,NA,NA,4,NA,NA,4,1,Anger manipulation,12,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Support for hawkish policies,0,NA,1,0.91,3,NA,NA,NA,8,NA,NA,NA,NA,5,Text,"m, sd",NA,NA,NA,4.22,1.27,104,4.11,1.21,104,NA,NA,0,-0.042928,0.004786,0.069181,-0.042954,0.004878,0.069843,208,0.0944354491198584,438,Anger,No ideology,No ideology,0,1,0,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,0,0,0,1,0,1,0,US,1,0,0
10061,Eadeh et al.,2020,4,0,Anger-Affordance framework,NA,NA,1,0,4,100614,1,1,US,NA,312,2,0,MTurkers,0,NA,NA,NA,NA,59.294871794871796,NA,NA,NA,NA,NA,4,NA,NA,4,1,Anger manipulation,12,1,0,NA,0,0,NA,-99,-99,NA,NA,3,Conservatism,0,NA,1,0.86,3,NA,NA,NA,7,NA,NA,NA,NA,7,Text,"m, sd",NA,NA,NA,3.01,1.0900000000000001,104,2.94,1.13,104,NA,NA,0,-0.031511,0.004796,0.069253,-0.031521,0.004878,0.069843,208,0.0736600896523471,440,Anger,No ideology,No ideology,0,1,0,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,0,0,0,1,0,1,0,US,1,0,0
10061,Eadeh et al.,2020,4,0,Anger-Affordance framework,NA,NA,1,0,4,100614,1,1,US,NA,312,2,0,MTurkers,0,NA,NA,NA,NA,59.294871794871796,NA,NA,NA,NA,NA,4,NA,NA,4,2,Fear manipulation,11,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Support for hawkish policies,0,NA,1,0.91,3,NA,NA,NA,8,NA,NA,NA,NA,8,Text,"m, sd",NA,NA,NA,4.22,1.27,104,4.14,1.32,104,NA,NA,0,-0.030868,0.004796,0.069253,-0.030877,0.004878,0.069843,208,0.0726892974373192,441,Fear,No ideology,No ideology,0,1,0,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,0,0,0,1,1,0,0,US,1,0,0
10061,Eadeh et al.,2020,4,0,Anger-Affordance framework,NA,NA,1,0,4,100614,1,1,US,NA,312,2,0,MTurkers,0,NA,NA,NA,NA,59.294871794871796,NA,NA,NA,NA,NA,4,NA,NA,4,2,Fear manipulation,11,1,0,NA,0,0,NA,-99,-99,NA,NA,3,Conservatism,0,NA,1,0.86,3,NA,NA,NA,7,NA,NA,NA,NA,10,Text,"m, sd",NA,NA,NA,3.01,1.0900000000000001,104,3.16,1.15,104,NA,NA,0,0.066791,0.004754,0.068949,0.06689,0.004878,0.069843,208,0.160260188049435,443,Fear,No ideology,No ideology,0,1,0,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,0,0,0,1,1,0,0,US,1,0,0
10061,Eadeh et al.,2020,4,0,Anger-Affordance framework,NA,NA,1,0,4,100614,1,3,US,NA,312,2,0,MTurkers,0,NA,NA,NA,NA,59.294871794871796,NA,NA,NA,NA,NA,4,NA,NA,4,3,Perceived risk of terrorism,10,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Support for hawkish policies,0,NA,1,0.91,3,NA,NA,NA,8,NA,NA,NA,NA,11,Text,r,0.22,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.002912,0.053963,0.223656,0.003236,0.056886,312,0.97599780805906,444,Threat,No ideology,No ideology,0,1,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10061,Eadeh et al.,2020,4,0,Anger-Affordance framework,NA,NA,1,0,4,100614,1,3,US,NA,312,2,0,MTurkers,0,NA,NA,NA,NA,59.294871794871796,NA,NA,NA,NA,NA,4,NA,NA,4,3,Perceived risk of terrorism,10,1,0,NA,0,0,NA,-99,-99,NA,NA,3,Conservatism,0,NA,1,0.86,3,NA,NA,NA,7,NA,NA,NA,NA,13,Text,r,0.02,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,0.003213,0.056683,0.020003,0.003236,0.056886,312,0.0642659003146093,446,Threat,No ideology,No ideology,0,1,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10061,Eadeh et al.,2020,4,0,Anger-Affordance framework,NA,NA,1,0,5,100615,1,1,US,NA,274,2,0,MTurkers,0,NA,NA,NA,NA,60.21897810218978,NA,NA,NA,NA,NA,4,NA,NA,4,1,Anger manipulation,12,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Support for hawkish policies,0,NA,1,0.9,3,NA,NA,NA,8,NA,NA,NA,NA,14,Text,"m, sd",NA,NA,NA,4.07,1.42,91.33333333333333,4.68,1.6,91,NA,NA,0,0.197651,0.004974,0.070527,0.200287,0.005587,0.074746,182,0.766157268908525,447,Anger,No ideology,No ideology,0,1,0,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,0,0,0,1,0,1,0,US,1,0,0
10061,Eadeh et al.,2020,4,0,Anger-Affordance framework,NA,NA,1,0,5,100615,1,1,US,NA,274,2,0,MTurkers,0,NA,NA,NA,NA,60.21897810218978,NA,NA,NA,NA,NA,4,NA,NA,4,2,Fear manipulation,11,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Support for hawkish policies,0,NA,1,0.9,3,NA,NA,NA,8,NA,NA,NA,NA,15,Text,"m, sd",NA,NA,NA,4.07,1.42,91.33333333333333,4.46,1.56,91,NA,NA,0,0.132891,0.005255,0.072491,0.133682,0.005587,0.074746,182,0.433667519497969,448,Fear,No ideology,No ideology,0,1,0,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,0,0,0,1,1,0,0,US,1,0,0
10062,"Eadeh, Godefroidt, & Trojan",2020,5,0,NA,NA,NA,1,0,1,100621,1,1,US,2020,207,2,0,MTurkers,0,NA,33.1449,9.829531,18-64,58.454106,44.9,3.768116,1.716382,1-7,0.5385714285714286,3,63.3,1.4,3,1,Terrorist attack,2,1,0,NA,6,0,12,1,1,NA,NA,1,RWA,0,NA,1,0.691044,3,NA,NA,NA,5,NA,NA,NA,NA,1,Own calculations,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.029489,0.00482,0.069426,-0.029497,0.004902,0.070014,207,0.0705754769005699,449,Acts of violence,Other,Other,0,0,1,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,US,1,0,0
10062,"Eadeh, Godefroidt, & Trojan",2020,5,0,NA,NA,NA,1,0,1,100621,1,1,US,2020,207,2,0,MTurkers,0,NA,33.1449,9.829531,18-64,58.454106,44.9,3.768116,1.716382,1-7,0.5385714285714286,3,63.3,1.4,3,1,Terrorist attack,2,1,0,NA,6,0,12,1,1,NA,NA,2,SDO,0,NA,1,0.770427,3,NA,NA,NA,6,NA,NA,NA,NA,2,Own calculations,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04851,0.004803,0.069304,0.048548,0.004902,0.070014,207,0.106796277830793,450,Acts of violence,Other,Other,0,0,1,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,US,1,0,0
10062,"Eadeh, Godefroidt, & Trojan",2020,5,0,NA,NA,NA,1,0,1,100621,1,1,US,2020,207,2,0,MTurkers,0,NA,33.1449,9.829531,18-64,58.454106,44.9,3.768116,1.716382,1-7,0.5385714285714286,3,63.3,1.4,3,1,Terrorist attack,2,1,0,NA,6,0,12,1,1,NA,NA,3,Hawkishness,0,NA,1,0.794335,3,NA,NA,NA,8,NA,NA,NA,NA,3,Own calculations,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.023261,0.004824,0.069455,0.023265,0.004902,0.070014,207,0.0627158865413291,451,Acts of violence,Other,Other,0,0,1,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,US,1,0,0
10062,"Eadeh, Godefroidt, & Trojan",2020,5,0,NA,NA,NA,1,0,1,100621,1,1,US,2020,207,2,0,MTurkers,0,NA,33.1449,9.829531,18-64,58.454106,44.9,3.768116,1.716382,1-7,0.5385714285714286,3,63.3,1.4,3,1,Terrorist attack,2,1,0,NA,6,0,12,1,1,NA,NA,4,Support for military solutions,0,NA,1,0.874581,3,NA,NA,NA,8,NA,NA,NA,NA,4,Own calculations,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.043869,0.004808,0.06934,0.043898,0.004902,0.070014,207,0.0962201473255355,452,Acts of violence,Other,Other,0,0,1,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,US,1,0,0
10062,"Eadeh, Godefroidt, & Trojan",2020,5,0,NA,NA,NA,1,0,1,100621,1,1,US,2020,207,2,0,MTurkers,0,NA,33.1449,9.829531,18-64,58.454106,44.9,3.768116,1.716382,1-7,0.5385714285714286,3,63.3,1.4,3,1,Terrorist attack,2,1,0,NA,6,0,12,1,1,NA,NA,5,Support for diplomatic solutions,0,NA,1,0.71327,3,NA,NA,NA,8,NA,NA,NA,NA,5,Own calculations,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.013113,0.004829,0.069491,-0.013114,0.004902,0.070014,207,0.0539669093171182,453,Acts of violence,Other,Other,0,0,1,Experiments,1,0,0,Convenience,0,0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,US,1,0,0
10063,Earle & Hodson,2019,1,1.775,NA,NA,NA,2,0,1,100631,0,3,US,NA,310,2,0,MTurkers,0,NA,37.25,11.73,NA,47.4,NA,NA,NA,NA,NA,4,100,NA,2,1,Terrorist threat perception,10,1,0,NA,1,0,NA,-99,-99,NA,NA,1,Right-wing adherence,0,NA,1,NA,2,NA,NA,NA,7,NA,NA,NA,NA,1,Table 6 on p. 771,r,0.61,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,0,0.61,0.001276,0.035721,0.708921,0.003257,0.05707,310,1,454,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10064,Echebarria-Echabe & Fernandez Guede,2006,1,1.616,SJT,MSC,RWA,1,0,1,100641,0,2,Spain,2004,206,0,0,Adults,0,NA,34.79,14.78,NA,51,55.8252427184466,NA,NA,NA,NA,1,NA,NA,4,1,Terrorist attack,1,1,1,11/03 Madrid,1,2,193,2,0,NA,NA,1,RWA,0,NA,1,0.94,3,NA,NA,NA,5,NA,NA,NA,NA,1,Table 2 on p. 263,f,5.73,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,0,0.164508,0.004533,0.067328,0.166016,0.004926,0.070185,206,0.659273265359057,463,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Convenience,0,0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10064,Echebarria-Echabe & Fernandez Guede,2006,1,1.616,SJT,MSC,RWA,1,0,1,100641,0,2,Spain,2004,206,0,0,Adults,0,NA,34.79,14.78,NA,51,55.8252427184466,NA,NA,NA,NA,1,NA,NA,4,1,Terrorist attack,1,1,1,11/03 Madrid,1,2,193,2,0,NA,NA,4,Liberal orientation,0,NA,1,0.76,3,NA,NA,NA,6,NA,NA,NA,NA,4,Table 2 on p. 263,f,2.92,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,0,0.118223,0.004687,0.068462,0.118778,0.004926,0.070185,206,0.395945106344894,466,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Convenience,0,0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
